cas_number|chemical_name|ecotox_group|dtxsid
78770588|1-Naphthalenol methylcarbamate mixt. with metaldehyde||
78770759|Phosphorothioic acid, O,O-Diethyl O-(3,5,6-trichloro-2-pyridinyl) ester mixt. with 2-(1-methylpropyl)phenyl methylcarbamate||
78821428|(1R,3aS,3bS,6aS,8S,9R,10aR,10bS,12aS)-1-[(1S,2S,3S,4R)-2,3-Dihydroxy-1,4,5-trimethylhexyl]hexadecahydro-8,9-dihydroxy-10a,12a-dimethyl-6H-benz[c]indeno[5,4-e]oxepin-6-one||
78821439|(1R,3aS,3bS,6aS,8S,9R,10aR,10bS,12aS)-1-[(1S,2R,3R,4R)-2,3-Dihydroxy-1,4,5-trimethylhexyl]hexadecahydro-8,9-dihydroxy-10a,12a-dimethyl-6H-benz[c]indeno[5,4-e]oxepin-6-one||DTXSID10705357
78822089|3-O-[2-Amino-4-[(carboxyiminomethyl)amino]-2,3,4,6-tetradeoxy-alpha-D-arabino-hexopyranosyl]-D-chiro-inositol sulfate (2:1) (salt)||
78830974|4,5-Dihydro-6-methyl-1,2,4-triazin-3(2H)-one||
78870196|(5aR,7aR,9R,11aS,11bS,12R,13aR)-14-[(1S)-1-(Benzoyloxy)ethyl]-1,2,3,4,7a,10,11,11a,12,13-decahydro-2,11a-dimethyl-7H-9,11b-epoxy-13a,5a-propenophenanthro[2,1-f][1,4]oxazepine-9,12(8H)diol||DTXSID801000106
78893513|2,3,4,5,6,7,8,9-Octahydro-9-phenyl-1H-selenoxanthene|Selenium|DTXSID00439775
78950784|7-(Dipropylamino)-5,6,7,8-tetrahydro-1-naphthalenol||DTXSID30897384
79032487|N-Acetyl-3-(nitrososulfanyl)-D-valine||
79048456|N-(2,6-Dimethylphenyl)-N-(2-furanylcarbonyl)-L-alanine methyl ester||
79080505|N-1H-Benzimidazol-2-yl-carbamic acid methyl ester mixt. with 2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile||
79124768|3-(3,4-Dichlorophenoxy)benzaldehyde||DTXSID0022303
79241466|(2R)-2-[4-[[5-(Trifluoromethyl)-2-pyridinyl]oxy]phenoxy]propanoic acid butyl ester||DTXSID0034855
79261497|alpha-Methyl-4-(2-methylpropyl)benzeneacetic acid, Potassium salt (1:1)|Pharmaceutical Personal Care Products (PPCPs)|
79270783|2-(2,4-Dichlorophenoxy)propanoic acid, 2-Ethylhexyl ester||
79277273|3-[[[[(4-Methoxy-6- methyl-1,3,5-triazin-2-yl)amino]carbonyl]amino]sulfonyl]-2-thiophenecarboxylic acid methyl ester||DTXSID1024124
79277671|3-[[[[(4-Methoxy-6-methyl-1,3,5-triazin-2-yl)amino]carbonyl]amino]sulfonyl]-2-thiophenecarboxylic acid||DTXSID1058185
79319850|Bismerthiazol||DTXSID20229615
79350371|(6R,7R)-7-{2-(2-Amino-1,3-thiazol-4-yl)[(carboxymethoxy)imino]acetamido}-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid||DTXSID7022754
79356084|Maduramicin alpha||DTXSID001044546
79404914|Cilofungin||
79468943|Liposyn||
79484927|Methocel||
79491717|(4S,4aR,8aS)-1,3,4,4a,5,8a-Hexahydro-4,7-dimethyl-1-(1-methylethylidene)-2,6-naphthalenedione||DTXSID401033632
79510488|2-[[[[(4-Methoxy-6-methyl-1,3,5-triazin-2-yl)amino]carbonyl]amino]sulfonyl]benzoic acid||DTXSID1058187
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester||DTXSID5032577
79548735|7-Chloro-6,7,8-trideoxy-6-[[[(2S,4R)-4-ethyl-2-piperidinyl]carbonyl]amino]-1-thio-L-threo-alpha-D-galacto-octopyranoside methyl||DTXSID30904249
79559970|(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1)|Pharmaceutical Personal Care Products (PPCPs)|DTXSID1040243
79560364|1,3-Dihydroxy-2-(methoxymethyl)-9,10-anthracenedione||
79561221|6-D-Alanine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing hormone-releasing factor (swine) acetate (1:2)||
79580282|Brevetoxin B|Cyanotoxins|DTXSID20879997
79614996|3-[[3-Chloro-5-(trifluoromethyl)-2-pyridinyl]amino]-2,4-dinitro-6-(trifluoromethyl)-phenol||
79617962|(1S,4S)-4-(3,4-Dichlorphenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine|Pharmaceutical Personal Care Products (PPCPs)|DTXSID6023577
79622596|3-Chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)-2-pyridinamine||DTXSID7032551
79637880|2-(2-Chloro-1-methylethoxy) phenol 1-(N-methylcarbamate)||DTXSID001000633
79660723|6,8-Difluoro-1-(2-fluoroethyl)-1,4-dihydro-7-(4-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid||DTXSID1046714
79694261|N-(3,5-Dichloro-4-hydroxyphenyl)acetamide||
79703530|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [2,6-dimethyl-4-(2-propen-1-yl)phenyl]methyl ester||DTXSID601000679
79755434|3,5-Dibromo-2-(2,4-dibromophenoxy)phenol||DTXSID60229856
79794755|4-(8-Chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-1-piperidinecarboxylic acid, Ethyl ester|Pharmaceutical Personal Care Products (PPCPs)|DTXSID2023224
79802601|2-[(1-Ethyl-2-propenyl)oxy]tetrahydro-2H-pyran||
79831768|(1S,6S,7R,8R,8aR)-Octahydro-1,6,7,8-indolizinetetrol||DTXSID601026043
79836069|1-(Chloromethyl)-2-decylbenzene||
79871526|Benzeneacetic acid, 4-Chloro-alpha-(1-methylethyl)cyano(3-phenoxyphenyl)methyl ester mixt. with O,O-dimethyl O-(3-methyl-4-nitrophenyl) phosphorothioate||
79902639|2,2-Dimethylbutanoic acid (1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-[2-[(2R,4R)-tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl]ethyl]-1-naphthalenyl ester|Pharmaceutical Personal Care Products (PPCPs)|DTXSID0023581
79917901|1-Butyl-3-methyl-1H-imidazol-3-ium chloride||DTXSID6031461
79944584|2-(2,3-Dihydro-1,4-benzodioxin-2-yl)-4,5-dihydro-1H-imidazole||DTXSID6045161
79963954|2,2,2-Trifluoroethyl nonafluorobutane-1-sulfonate|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID60380390
79983714|alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol|Conazoles|DTXSID4034653
80012437|9,13b-Dihydro-1H-dibenz[c,f]imidazo[1,5-a]azepin-3-amine||DTXSID2048371
80060099|N-[2,6-Bis(1-methylethyl)-4-phenoxyphenyl]-N'-(1,1-dimethylethyl)thiourea||DTXSID1041845
80106429|Genie (dental material)||
80123677|4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid mixt. with [(3,5,6-trichloro-2-pyridinyl)oxy]acetic acid||
80194689|3-Chloro-5-(trifluoromethyl)-2-pyridinecarboxylic acid||
80206913|4-(2,3,6,7-Tetrahydro-1,3-dimethyl-2,6-dioxo-1H-purin-8-yl)benzenesulfonic acid||DTXSID90230152
80209547|MPA (flotation agent)||DTXSID801034856
80214831|(9E)-9-[O-[(2-Methoxyethoxy)methyl]oxime]erythromycin||DTXSID8041117
80220639|(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phosphonic acid|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID30627108
80226626|N-Sulfocarbamic acid, C-[[(3aS,4R,9S,10aS)-2,6-Diamino-3a,4,9,10-tetrahydro-10,10-dihydroxy-9-(sulfooxy)-1H,8H-pyrrolo[1,2-c]purin-4-yl]methyl] ester|Cyanotoxins|
80246248|2,3,4-Tribromo-6-(2,4-dibromophenoxy)phenol||DTXSID70475089
80246259|2,4-Dibromo-6-(2,4-dibromophenoxy)phenol||DTXSID50903991
80324432|3-[2-(4-Aminophenyl)diazenyl]-1,2-benzenediamine||DTXSID401024889
80370576|(6R,7R)-7-[[(2Z)-2-(2-Amino-4-thiazolyl)-2-(methoxyimino)acetyl]amino]-3-[[(2-furanylcarbonyl)thio]methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid||
80388507|2-[3-(2,5-Dihydro-2-hydroxy-5-oxo-3-furanyl)-3-hydroxypropylidene]-6-methyl-8-(2,6,6-trimethyl-1-cyclohexen-1-yl)-5-octenal||DTXSID701035063
80427583|5-[2-(Dimethylamino)ethoxy]-7H-benzo[c]fluoren-7-one hydrochloride (1:1)||
80456811|3-[(1R,2R)-2-[(Dimethylamino)methyl]-1-hydroxycyclohexyl]rel-phenol||
80466348|2,4-Hexadienal||
80471632|(4alpha,5alpha,17beta)-4,5-Epoxy-3,17-dihydroxy-4,17-dimethylandrost-2-ene-2-carbonitrile||DTXSID001001267
80483892|(1R,3aS,3bS,6aS,8S,9R,10aR,10bS,12aS)-1-[(1S,2S,3S,4S)-4-Ethyl-2,3-dihydroxy-1,5-dimethylhexyl]hexadecahydro-8,9-dihydroxy-10a,12a-dimethyl-6H-benz[c]indeno[5,4-e]oxepin-6-one||DTXSID70897328
80496873|2-(3,4,5-Trichlorophenoxy)acetic acid||DTXSID301020022
80525151|N2-Ethyl-N4-(1-methylethyl)-6-(methylsulfinyl)-1,3,5-triazine-2,4-diamine||
80553793|alpha-(1,1-Dimethylethyl)-beta-(2-phenoxyethyl)-1H-1,2,4-triazole-1-ethanol||DTXSID801001316
80558458|(Z,Z,Z)-Eicosatrienoic acid||
80618957|(1E,4S,6S,7E,9R,9aR,12S,12aR,13S,13aR,14aS,14bR)-4,4,5,6,9,9a,12,12a,13,13a,14a,14b-Dodecahydro-6,9-dihydroxy-4,6,13,13a-tetramethyl-12-(phenylmethyl)-10H-cycloundec[d]oxireno[f]isoindol-10-one||
80618968|(1R,2E,4R,6S,8E,9aR,9bS,10aR,11S,11aR,12S,14aR)-1-(Acetyloxy)-1,4,5,6,7,9a,9b,10a,11,11a,12,13-dodecahydro-4-hydroxy-4,6,10a,11-tetramethyl-12-(phenylmethyl)-14H-cycloundec[d]oxireno[f]isoindol-14-one||
80640819|2-Methyl-2-(methylthio)propanol O-[(methylamino)carbonyl]oxime, mixt. with (1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-hexachlorocyclohexane||
80657176|(17alpha)-17-Hydroxyestra-4,9,11-trien-3-one||DTXSID90872854
80669416|alpha-((2-Ethylhexyl)phenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)||DTXSID101035596
80701286|Canatoxin||
80705131|4,4,5,5,6,6,7,7,7-Nonafluoroheptanoic acid|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID80445177
80736410|(22R,23R,24S)-2alpha,3alpha,22,23-Tetrahydroxy-5alpha-ergostan-6-one||DTXSID7040992
80804677|N-Propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]-1H-imidazole-1-carboxamide mixt. with 1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole||DTXSID201044566
80844071|1-[[2-(4-Ethoxyphenyl)-2-methylpropoxy]methyl]-3-phenoxybenzene|Endocrine Disrupting Chemicals (EDCs)|DTXSID9032610
80890477|(3Z,5E,7R,8R,9S,10S,11R,13E,15E,17S,18R)-18-[(1S,2R,3S)-3-[(2R,4R,5S,6R)-4-[[4-O-(Aminocarbonyl)-2,6-dideoxy-beta-d-arabino-hexopyranosyl]oxy]tetrahydro-2-hydroxy-5-methyl-6-(1E)-1-propen-1-yl-2H-pyran-2-yl]-2-hydroxy-1-methylbutyl]-9-ethyl-8,10-dihydroxy-3,17-dimethoxy-5,7,11,13-tetramethyloxacyclooctadeca-3,5,13,15-tetraen-2-one||DTXSID501317320
80941044|Falcon (polymer)||
81047996|4-[3-[(1,1-Dimethylethyl)amino]-2-hydroxypropoxy]-1,3-dihydro-2H-benzimidazol-2-one||DTXSID901001733
81052291|2-(4-Chlorophenyl)-1-ethyl-1,4-dihydro-6-methyl-4-oxo-3-pyridinecarboxylic acid, Potassium salt||DTXSID5034272
81093370|(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(2S)-2-methylbutanoyl]oxy}-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid|Pharmaceutical Personal Care Products (PPCPs)|DTXSID6023498
81098604|4-Amino-5-chloro-N-{1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl}-2-methoxybenzamide||DTXSID3022825
81103119|6-O-Methylerythromycin|Pharmaceutical Personal Care Products (PPCPs)|DTXSID3022829
81116985|Phosphorothioic acid, [P(R)]-O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl ester||
81123195|Phosphorothioic acid, [P(S)]-O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl ester||
81131706|Sodium (3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(2S)-2-methylbutanoyl]oxy}-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoate||DTXSID6047525
81209350|Fosmite||DTXSID901033463
81334341|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-pyridinecarboxylic acid||DTXSID8034665
81335377|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-quinolinecarboxylic acid||DTXSID3024152
81335468|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-quinolinecarboxylic acid ammonium salt (1:1)||
81335479|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-quinolinecarboxylic acid ammonium salt (1:1)||
81335775|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-5-ethyl-3-pyridinecarboxylic acid||DTXSID3024287
81393488|N'-(4-Chlorophenyl)-N-[(beta-D-glucopyranosyloxy)methyl]-N-methoxyurea||
81403807|N-[3-[(4-Amino-6,7-dimethoxy-2-quinazolinyl)methylamino]propyl]tetrahydro-2-furancarboxamide||
81405858|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazolbenzoic acid, Methyl ester||DTXSID3032412
81406373|2-[(4-Amino-3,5-dichloro-6-fluoro-2-pyridinyl)oxy]acetic acid 1-methylheptyl ester||DTXSID5034303
81412342|Sorbent C||DTXSID201035163
81412433|Tridemorph||DTXSID60893036
81416446|4-(4-(4-(Trifluoro-methyl)phenoxy)-2-pentenoic||DTXSID201016583
81509300|Octahydro-8-methyl-9-methylene-5-(1-methylethyl)-4,8-methano-1H-2-benzopyran-3-ol acetate||DTXSID201338783
81510830|2-[4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-pyridinecarboxylic acid compd. with 2-propamine (1:1)||DTXSID9034230
81569973|D-Gluconic acid copper salt mixt. with 2-hydroxy-1,2,3-propanetricarboxylic acid copper salt||DTXSID80881051
81591813|N-(Phosphonomethyl)glycine ion(1-) trimethylsulfonium||DTXSID5034939
81603625|2-(2,3-Dimethoxyphenoxy)tetrahydro-2H-pyran||
81603636|2-(1-Ethylpropoxy)tetrahydro-2H-pyran||
81604731|(1R,5R,6R,8S,9E,11R,15E,17R)-11-[[3-O-(Aminocarbonyl)-2,6-dideoxy-beta-D-arabino-hexopyranosyl]oxy]-1,7-dihydroxy-6,8,16,18-tetramethyl-5-[(1R,3R)-1-methyl-3-[3-methyl-3-(1-oxopropyl)oxiranyl]butyl]-4,21-dioxabicyclo[15.3.1]heneicosa-9,15,18-trien-3-one||
81604877|No-foam||
81613594|1-[3-[3,5-Bis(trifluoromethyl)phenyl]-2-propyn-1-yl]-4-(1,1-dimethylethyl)piperidine||
81628128|Surflo B 33||DTXSID501033792
81720107|(alphaR,2S,5R,6R,8S)-8-[(1R,2E)-3-[(2R,4'aR,5R,6'S,8'R,8'aS)-6'-[(1S,3S)-3-[(2S,3R,6R,11R)-3,11-dimethyl-1,7-dioxaspiro[5.5]undec-2-yl]-1-hydroxybutyl]octahydro-8'-hydroxy-7'-methylenespiro[furan-2(3H),2'(3'H)-pyrano[3,2-b]pyran]-5-yl]-1-methyl-2-propenyl]-alpha,5-dihydroxy-alpha,10-dimethyl-1,7-dioxaspiro[5.5]undec-10-ene-2-propanoic acid|Cyanotoxins|DTXSID00880001
81741288|Tributyltetradecylphosphonium, Chloride (1:1)||DTXSID9034997
81774745|N,N''-Bis[[(4-chlorophenyl)amino]iminomethyl]-1,4-piperazinedicarboximidamide, mixt. with alkylbenzyldimethylammonium chlorides and alpha-[(1,1,3,3-tetramethylbutyl)phenyl]-omega-hydroxypoly(oxy-1,2-ethanediyl)||DTXSID501034102
81777891|2-[(2-Chlorophenyl)methyl]-4,4-dimethyl-3-isoxazolidinone|Endocrine Disrupting Chemicals (EDCs)|DTXSID1032355
81975679|1-[4-(2-Naphthalenyloxy)butyl]pyrrolidine||
82010795|Peroxymonosulfuric acid, Copper salt (1:?)||
82010820|Copper oxide (CuO) mixt. with copper oxide (Cu2O)||
82027596|[[2,2',2''-(Nitrilo-kappaN)tris[ethanol-kappaO]](2-)]copper||DTXSID0034483
82097505|2-(2-Chloroethoxy)-N-[[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino]carbonyl]benzenesulfonamide||DTXSID0024345
82209005|N-(2,6-Dimethylphenyl)-N-(2-methoxyacetyl)alanine methyl ester mixt. with 3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)dione||
82245656|5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide mixt. with 1-[2-(2,4-dichlorophenyl)-2-(2-propen-1-yloxy)ethyl]-1H-imidazole and 2-(4-thiazolyl)-1H-benzimidazole (1:1:1)||DTXSID901044567
82263330|[4aR-(4a alpha,11b beta,13E,13a alpha)]-1,2,3,4,4a,6,7,11b,12,13a-Decahydro-9,10-dimethoxy-13H-dibenzo[a,f]quinolizin-13-one oxime||DTXSID101019558
82291347|1,2,3,6,9-Pentachlorodibenzo[b,e][1,4]dioxin||
82291358|1,2,4,6,7-Pentachlorodibenzo[b,e][1,4]dioxin||
82291369|1,2,4,6,9-Pentachlorodibenzo[b,e][1,4]dioxin||
82291370|1,2,4,7,9-Pentachlorodibenzo[b,e][1,4]dioxin||
82291381|1,2,4,8,9-Pentachlorodibenzo[b,e][1,4]dioxin||
82318067|6-D-Tryptophan-9-(N-ethyl-L-prolinamide)-1-9-luteinizing hormone-releasing factor (swine) monoacetate (salt)||DTXSID1046683
82373953|(1R,3aS,3bS,6aS,8S,9R,10aR,10bS,12aS)-1-[(1S,2R,3R,4S)-4-Ethyl-2,3-dihydroxy-1,5-dimethylhexyl]hexadecahydro-8,9-dihydroxy-10a,12a-dimethyl-6H-benz[c]indeno[5,4-e]oxepin-6-one||
82382125|1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluoro-1-hexanesulfonic acid sodium salt (1:1)|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID90892476
82385420|1,2-Benzisothiazol-3(2H)-one, 1,1-Dioxide, Sodium salt hydrate||DTXSID7021992
82419361|9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid||DTXSID3041085
82464731|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester mixt. with O-(4-bromo-2-chlorophenyl) O-ethyl S-propyl phosphorothioate||DTXSID801002702
82510983|1-(Dichloromethyl)-4-(trifluoromethyl)benzene||DTXSID80380498
82558507|N-[3-(1-Ethyl-1-methylpropyl)-5-isoxazolyl]-2,6-dimethyoxybenzamide|Endocrine Disrupting Chemicals (EDCs)|DTXSID8024159
82560541|2-Methyl-4-(1-methylethyl)-7-oxo-8-oxa-3-thia-2,4-diazadecanoic acid, 2,3-Dihydro-2,2-dimethyl-7-benzofuranyl ester||DTXSID2041622
82584212|(1alpha,2beta,4aalpha,4bbeta,10beta)-2,4a-Dihydroxy-1-methyl-8-methylene-gibb-3-ene-1,10-dicarboxylic acid 1,4a-lactone monopotassium salt||DTXSID801349485
82621703|10-Methyl-2-tridecanol||
82633792|5,6-Dihydro-2-methyl-2H-cyclopent[d]isothiazol-3(4H)-one||DTXSID6032433
82640048|[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]{4-[2-(piperidin-1-yl)ethoxy]phenyl}methanone-hydrogen chloride||DTXSID1034181
82657043|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2-methyl[1,1'-biphenyl]-3-yl)methyl ester|Endocrine Disrupting Chemicals (EDCs)|DTXSID9020160
82679865|(T-4)-Tetrakis(1-hexanamine)boron(3+), Trichloride||
82679901|S-[2-(Di-2-propenylamino)-2-oxoethyl]O,O-dimethyl ester phosphorothioic acid||
82679912|O-Ethyl O-[3-methyl-4-(methylsulfonyl)phenyl]ester phenylphosphonothioic acid||
82682540|1-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-2-methyl-1H-benzimidazole||
82692442|2-[[4-[2,4-Dichloro-3-methylbenzoyl)-1,3-dimethyl-1H-pyrazol-5-yl]oxy]-1-(4-methylphenyl)ethanone||DTXSID5058193
82697710|2-(4-Chlorophenyl)-3-ethyl-2,5-dihydro-5-oxo-4-pyridazinecarboxylic acid potassium salt||DTXSID7034460
82773088|3-Nitrobenzothiazolo[3,2-a]quinolin-12-ium chloride (1:1)||DTXSID701002880
82782818|[N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']manganese mixt. with copper(2+) sulfate (1:1) and [N-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']zinc||DTXSID801035311
82795388|Dimethyl carbamodithioic acid sodium salt mxt. with 1,2-ethanediylbis[carbamodithioic acid]disodium salt||DTXSID40232000
82810444|C-[[(3aS,4R,10aS)-2-Amino-3a,4,5,6,9,10-hexahydro-5,10,10-trihydroxy-6-imino-1H,8H-pyrrolo[1,2-c]purin-4-yl]methyl]ester N-sulfocarbamic acid|Cyanotoxins|DTXSID50880096
82824951|Phosphorodithioic acid, O,O-Bis(1-methylethyl) S-[2-[(phenylsulfonyl)amino]ethyl] ester mixt. with 3-[2,4-dichloro-5-(1-methylethoxy)phenyl]-5-(1,1-dimethylethyl)-1,3,4- oxadiazol-2(3H)-one||DTXSID501033847
82947635|3,3-Bis(trifluoromethyl)bicyclo[2.2.1]heptane-2,2-dicarbonitrile|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID501003018
82971902|N-[4-(Trifluoromethoxy)phenyl]urea||
82975084|Dimethylbenzene mixt. with 1,3-dichloro-1-propene and isothiocyanatomethane||DTXSID801033977
82980436|O-Methyl O-(3-methylphenyl)ester, methylphosphonothioic acid||
82980447|O-Methyl O-[3-methyl-4-(methylsulfinyl)phenyl]ester (1-Methylethyl)phosphonothioic acid||
82980469|1,2-Benzisoxazol-3-yl ester, Tetramethylphosphorodiamidic acid||
83002044|(1 alpha, 2 beta, 5 alpha)-(-)-5-(1,1-Dimethylheptyl)-2-[5-hydroxy-2-(3-hydroxypropyl)cyclohexyl phenol||DTXSID80875516
83043112|Bis(1,10-phenanthroline-kappaN1,kappaN10)copper(2+) chloride (1:2)||DTXSID501035348
83047158|Terr-O-cide 30D||DTXSID801035547
83047192|Vorlex CP||
83047205|Vorlex NA 055||DTXSID601034048
83055996|2-[[[[[(4,6-Dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]methyl]benzoic acid methyl ester||DTXSID7024164
83066880|(2R)-2-[4-[[5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]propanoic acid||DTXSID0058194
83121157|3,5-Dichloro-2,4-difluorobenzenamine||
83121180|N-[[(3,5-Dichloro-2,4-difluorophenyl)amino]carbonyl]-2,6-difluorobenzamide||DTXSID6042440
83130012|(3Z)-3,7-Dimethyl-6-oxo-9-(phenylmethyl)-5-oxa-2,8-dithia-4,7,9-triazadodec-3-en-12-oic acid ethyl ester||DTXSID5058195
83137977|Blastocidin||DTXSID301034506
83164334|N-(2,4-Difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]-3-pyridinecarboxamide||DTXSID4041494
83216380|ERA||
83249325|5-[[4[[[4-[[6-amino-1-hydroxy-3-sulfo-5-(1H-1,2,4-triazol-3-ylazo)-2-naphthalenyl]azo]-2,5-diethoxyphenyl]amino]carbonyl]phenyl]azo]-2-hydroxybenzoic acid disodium salt||DTXSID501033742
83322025|trans-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (2-methyl[1,1'-biphenyl]-3-yl)methyl ester||
83329899|2-[(8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1)|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID00892447
83512758|Calixin M||DTXSID501034514
83512850|N-(Carboxymethyl)chitosan||DTXSID501019324
83539086|N-Acetyl-4-chloro-D-phenylalanyl-4-chloro-D-phenylalanyl-D-tryptophyl-L-seryl-L-tyrosyl-D-arginyl-L-leucyl-L-arginyl-L-prolyl-D-alanine||DTXSID10232431
83588436|1-(4-Chlorophenyl)-1,4-dihydro-6-methyl-4-oxo-3-pyriddazinecarboxylic acid, Potassium salt||DTXSID7032395
83591042|N-Butyl-N'-(3,4-dichlorophenyl)-N-methylurea mixt. with N-(1-ethylpropyl)-3,4-dimethyl-2,6-dinitrobenzenamine||
83601836|N-[2,4-Dimethyl-5-[[(trifluoromethyl)sulfonyl]amino]phenyl]acetamine, Monopotassium salt||DTXSID2034750
83657174|(alphaS,betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol|Conazoles|
83657185|(1E,3R)-1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol||DTXSID2034548
83657221|(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol|Conazoles|DTXSID7032505
83657243|(betaE)-beta-[(2,4-Dichlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol|Conazoles|DTXSID2040363
83713160|Solvex||DTXSID401034909
83730534|(2S)-2-Amino-4-(S-butylsulfonimidoyl)butanoic acid||DTXSID70894150
83799240|4-[1-Hydroxy-4-[4-(hydroxydiphenylmethyl)-1-piperidinyl]butyl]-alpha, alpha-dimethylbenzeneacetic acid|Pharmaceutical Personal Care Products (PPCPs)|
83829769|6-Ethyl-3-[(1-hydroxycyclopropyl)methyl]-11,11-dimethyl-1,2,3,4,5,6- hexahydro-2,6-methano-3-benzazocin-8-ol||DTXSID50868536
